plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115179224,WP25CT,64891,2,190,3,0.50,0.39,0.52,0.27
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115179225,WS25PT,64891,2,288,13,0.50,0.66,0.92,0.78
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115183037,KCM35,21044,1,330,13,0.50,0.69,0.02,
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115183038,KCP25B,21044,1,280,13,0.50,0.59,1.15,0.57
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115183039,KCM35B,21044,1,560,16,0.42,1.09,1.50,0.95
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115199616,WK20CT,63928,3,288,14,0.50,0.69,1.72,1.72
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115199617,WP35CT,63928,3,288,12,0.50,0.69,0.25,0.25
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115199618,WP25CT,63928,3,600,16,0.50,1.42,3.25,3.25
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115186864,KCU10,63508,3,704,23,0.50,1.45,5.50,5.50
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187514,KC730,21044,2,560,13,0.50,1.26,2.10,1.95
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187516,KCU25,63508,3,"1,056",40,0.50,2.19,5.43,5.43
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187517,KCU25,21044,1,546,4,0.50,1.10,2.45,1.87
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187517,KCU25,63508,1,510,4,0.50,1.03,1.00,1.00
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187518,KC5010,21044,1,"1,100",15,0.42,3.68,2.68,1.92
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187519,KC5025,21044,1,330,24,0.42,1.17,0.92,0.80
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115190925,TN20P,64891,2,560,7,0.50,1.30,1.25,0.87
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115186809,KCP10,63877,3,300,21,0.50,0.64,3.98,3.98
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115190873,K25P,64863,3,585,12,0.50,1.37,1.12,1.12
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195677,KCP10,63877,3,340,21,0.50,0.72,2.87,2.87
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195678,KCP25,21269,1,870,8,0.50,1.76,3.38,3.38
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195678,KCP25,63877,1,150,18,0.50,0.34,0.32,0.32
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115196049,KCP25,21269,2,"1,040",22,0.50,2.23,2.58,2.58
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115196050,KCP25,21269,2,510,5,0.50,1.08,1.02,1.02
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115196050,KCP25,64863,2,470,,0.50,0.99,2.13,2.13
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114927559,WS25PT,64863,2,470,15,0.50,0.97,1.68,1.68
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115187477,KT315,63928,3,572,30,0.50,1.20,1.87,1.87
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115187478,KCP05,20648,1,264,2,0.50,0.53,0.93,0.82
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115187478,KCP05,63928,1,880,21,0.50,1.80,0.97,0.97
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115196017,KCP25B,20648,1,285,17,0.50,0.60,3.25,2.67
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115196018,KCK15B,20648,2,"1,140",16,0.50,2.31,4.28,2.22
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,50696,115179224,WP25CT,64891,2,,,0.50,,0.02,0.02
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,114993713,KCP25B,20648,1,910,23,0.50,1.96,2.62,1.80
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,114993714,KCP25B,20648,2,380,4,0.50,0.81,1.15,1.15
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,114993714,KCP25B,65083,2,540,5,0.50,1.15,1.90,1.90
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115186742,KCU10,20648,1,690,20,0.50,1.42,2.32,1.65
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115190932,KCP25B,20648,2,910,8,0.50,1.93,2.62,1.33
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115195892,KC5010,63877,3,"1,230",53,0.50,2.57,0.15,0.15
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115195893,KC5010,63877,3,"1,230",37,0.50,2.53,0.27,0.27
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115186598,WP25CT,63877,3,960,64,0.50,2.05,0.78,0.78
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115186599,KCU10,21269,1,830,110,0.50,1.88,4.92,4.92
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115187334,KT315,65083,2,"1,180",22,0.42,3.97,1.95,1.95
OR01,04.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115190833,KCU10,21269,2,"1,150",18,0.50,2.34,0.05,0.05
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069980,KCPK30,20478,2,152,,1.00,3.10,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069980,KCPK30,20803,2,25,,1.00,0.51,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069980,KCPK30,21317,2,150,,1.00,3.06,1.35,1.35
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20803,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20803,2,118,,1.00,2.41,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20803,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115158741,CM1,21317,3,122,,0.66,3.25,6.58,6.25
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,20478,2,250,,0.66,4.15,1.30,1.30
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,20478,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,21303,2,256,1,0.66,4.27,7.98,7.65
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,21303,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,21317,2,89,,0.66,1.48,0.03,0.03
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,21317,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20478,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20478,2,124,,1.00,3.30,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20478,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20803,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20803,2,36,15,1.00,1.36,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20803,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,21317,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,21317,2,108,,1.00,2.87,0.12,0.12
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,21317,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115170830,KC522M,20478,1,113,5,0.75,2.36,6.48,6.15
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115170830,KC522M,21317,1,152,,0.75,3.04,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,20478,1,30,,1.00,0.61,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,20478,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,20803,1,90,42,1.00,2.69,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,20803,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186833,KC5010,20813,1,124,1,0.66,2.08,4.23,3.90
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186833,KC5010,21294,1,340,,0.66,5.64,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,20813,1,220,,0.66,3.65,0.28,0.28
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,20813,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,20813,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,21303,1,343,,0.66,5.69,0.03,0.03
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,21303,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,21303,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115158945,KC725M,20813,1,60,1,0.75,1.01,0.15,0.15
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115158945,KC725M,21294,1,165,,0.75,2.74,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115158948,KC725M,20813,3,96,,0.75,1.59,3.73,3.73
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115158948,KC725M,21294,3,14,,0.75,0.23,1.07,1.07
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115158948,KC725M,21303,3,165,,0.75,2.74,0.03,0.03
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115166801,KCU25,21294,3,153,,0.66,3.23,5.28,4.95
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178850,K313,20813,2,285,,0.66,6.01,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178850,K313,21294,2,130,7,0.66,2.89,2.65,2.65
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178850,K313,21299,2,148,5,0.66,3.23,4.67,4.33
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178852,KCU10,21299,1,150,,0.66,2.49,3.55,3.55
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178852,KCU10,21299,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115178852,KCU10,21299,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115146897,KC410M,62746,3,32,6,1.66,0.63,8.13,7.80
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115150984,KC730,20739,3,283,,0.66,4.70,5.07,1.35
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115150984,KC730,21191,3,309,,0.66,5.13,6.42,2.08
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115150984,KC730,21276,3,159,2,0.66,2.67,0.07,0.07
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115166913,K68,21276,3,96,3,0.50,1.64,4.38,4.05
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115179128,KCU10,20739,2,229,1,1.00,4.69,4.42,1.13
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115179128,KCU10,21191,2,89,,1.00,1.82,1.13,0.28
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115179146,KCU10,21276,3,268,4,0.66,4.52,2.95,2.95
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115166450,KC5010,21191,1,259,,1.00,5.31,6.42,2.08
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115166450,KC5010,21191,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115178117,KC5010,21276,3,91,2,1.00,1.91,0.18,0.18
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115178119,KC5010,20739,1,292,,1.00,5.99,4.65,1.22
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115178119,KC5010,21276,1,242,2,1.00,5.00,0.07,0.07
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115030239,KCPK30,20739,2,153,4,1.00,3.20,5.12,1.40
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115030239,KCPK30,21191,2,79,1,1.00,1.63,3.30,1.00
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115030239,KCPK30,21276,2,167,,1.00,3.41,0.53,0.53
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115065977,WN10HM,21191,1,48,1,1.00,1.00,2.80,0.93
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115065977,WN10HM,21191,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115065977,WN10HM,21191,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115155618,KC730,21304,3,29,,0.66,0.48,1.32,1.32
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115155618,KC730,63074,3,340,1,0.66,5.66,7.93,7.60
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115162578,KC725M,21250,1,240,5,1.00,5.00,6.10,5.77
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115162578,KC725M,21304,1,240,,1.00,4.90,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,21250,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,21250,2,70,,1.00,1.43,0.05,0.05
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,21250,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,63074,1,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,63074,2,217,,1.00,4.43,0.02,0.02
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115174677,KCPK30,63074,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115125809,KC725M,21250,2,304,,0.66,6.02,0.05,0.05
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115125809,KC725M,21304,2,280,,0.66,5.54,6.37,6.03
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115125810,KC725M,63074,1,278,,0.66,5.50,0.03,0.03
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115125810,KC725M,63074,2,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115125810,KC725M,63074,3,,,X,,,
OR01,05.01.2016,PRCWNDT,WENDT ALPHA/SCALER,#,115077919,C25,#,1,1,,1.00,0.02,0.02,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,115106535,KT315,20986,2,,44,0.50,0.08,0.67,0.67
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,115106535,KT315,63858,2,35,11,0.50,0.08,1.13,1.13
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,115199257,KCK20,63858,3,680,41,0.50,1.66,0.17,0.17
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,32108,115199258,KCM25,63858,3,340,28,0.50,0.85,3.82,3.82
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,115187522,KCU10,20986,2,290,12,0.50,1.24,1.75,1.75
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,115199614,KC850,63858,3,"1,210",58,0.50,1.52,0.05,0.05
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,43101,115199615,KC730,20986,1,730,27,0.50,1.74,5.82,5.82
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115034384,WS10PT,64891,3,520,8,0.50,1.06,1.47,1.47
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115034385,WS10PT,64891,3,520,14,0.50,1.07,1.72,1.70
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115034386,WS10PT,64891,3,520,9,0.50,1.06,2.82,2.82
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115095154,WS25PT,21361,3,500,13,0.50,1.03,2.00,2.00
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115095154,WS25PT,64891,3,200,4,0.50,0.41,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115183060,WS10PT,21361,1,"1,120",34,0.50,2.31,0.02,0.02
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,47191,115183061,WS10PT,21361,2,"1,120",21,0.50,2.28,0.65,0.65
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187513,KT315,64891,3,430,12,0.50,0.97,0.02,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115187515,KC5025,64891,3,"1,100",39,0.42,3.76,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115196047,KCM15,21361,2,925,22,0.50,1.89,4.03,4.03
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115196048,KCM15,21361,2,700,11,0.50,1.42,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115196048,KCM15,64891,2,215,3,0.50,0.44,0.02,0.02
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115218340,TN10P,64891,3,280,17,0.50,0.68,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50591,115218341,KCU25,21361,1,750,30,0.50,1.56,5.07,5.07
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115048289,KCP25,21242,2,820,16,0.50,1.67,1.73,1.73
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115166828,KCP25,21242,2,300,4,0.50,0.61,1.00,1.00
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115166828,KCP25,64863,2,520,11,0.50,1.06,2.92,2.92
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115166829,KCP10,21242,1,850,273,0.50,2.25,4.90,4.90
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195914,KC850,64863,3,"1,100",,0.50,1.87,2.83,2.83
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195915,KC850,21242,1,200,,0.50,0.34,1.27,1.27
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50592,115195915,KC850,64863,1,800,13,0.50,1.38,1.08,1.08
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114927560,WS25PT,64863,3,470,,0.50,0.94,1.40,1.40
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114927561,WS25PT,64863,3,470,32,0.50,1.00,1.57,1.57
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114985164,WS25PT,61301,1,288,4,0.50,0.58,1.43,1.43
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114985164,WS25PT,64863,1,288,,0.50,0.58,,
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114985165,WS25PT,61301,1,576,9,0.50,1.17,1.67,1.67
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,114985166,WS25PT,61301,1,576,6,0.50,1.16,1.62,1.62
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115101996,WS10PT,61301,2,435,15,0.50,0.90,0.13,0.13
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,50593,115118648,WS25PT,61301,1,"1,152",9,0.50,2.32,2.67,2.67
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115034097,KCM25,65083,3,670,8,0.50,1.42,1.07,1.07
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115086945,KCP25B,65083,3,"1,140",12,0.50,2.42,1.68,1.68
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115101996,WS10PT,64863,2,717,6,0.50,1.45,0.90,0.90
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115146964,KCM25,65083,3,760,17,0.50,1.63,1.37,1.37
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115186759,KCU10,61301,2,340,34,0.50,0.75,0.57,0.57
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115187467,KCU10,61301,1,"1,050",21,0.50,2.14,0.85,0.85
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115187497,KCS10,61301,2,400,56,0.50,1.28,2.92,2.92
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52411,115187497,KCS10,65083,2,670,6,0.50,1.89,1.92,1.92
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115187462,KC5010,65083,3,"1,000",20,0.50,2.04,2.23,2.23
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115187463,KC730,65083,3,880,10,0.50,1.78,1.18,1.18
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115190835,KCU25,21242,2,860,16,0.50,1.75,1.93,1.93
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115190863,KC935,65083,3,380,11,0.50,0.78,0.42,0.42
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115190864,KC850,21242,1,380,14,0.50,0.79,0.72,0.72
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115195672,WK20CT,21242,2,300,16,0.50,0.63,0.30,0.30
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,52412,115195673,KCP25B,65083,2,460,11,0.50,0.94,2.27,2.27
OR01,05.01.2016,PRS3R,3R PRESS OSTERWALDER,#,115190934,KC9225,#,1,341,,0.50,0.72,0.72,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20478,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20478,3,98,,1.00,2.00,0.02,0.02
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20803,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,20803,3,130,5,1.00,2.75,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,21317,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115069981,KCPK30,21317,3,148,,1.00,3.02,0.03,0.03
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115179229,KC5010,21317,2,40,,0.66,0.66,3.75,3.42
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115183263,C3,20478,2,222,,1.00,3.69,4.98,4.98
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115183263,C3,21303,2,131,6,1.00,2.28,0.22,0.22
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115183263,C3,21317,2,104,36,1.00,2.32,0.08,0.08
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115190821,CG5,21303,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115190821,CG5,21303,3,1,5,1.00,0.10,0.08,0.08
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20478,2,115,,1.00,3.06,0.03,0.03
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,20803,2,35,,1.00,0.93,0.02,0.02
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190822,KT315,21317,2,110,,1.00,2.93,0.10,0.10
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190823,KT315,20803,1,80,,1.00,2.13,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190823,KT315,20803,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115190823,KT315,20803,3,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,20478,1,54,1,1.00,1.12,2.82,2.82
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174779,KC522M,21317,1,177,,1.00,3.61,4.13,4.13
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174780,KC522M,20478,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174780,KC522M,20478,3,114,,1.00,2.33,0.02,0.02
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174780,KC522M,20803,2,,,X,,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115174780,KC522M,20803,3,155,7,1.00,3.31,,
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186831,KC730,21303,3,312,1,0.66,5.20,1.53,1.53
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,21250,1,295,,0.66,4.90,0.37,0.37
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115186834,KC730,21294,1,338,,0.66,5.61,6.82,6.48
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115131071,KCPK30,21250,1,47,4,0.75,0.85,2.68,2.68
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115131071,KCPK30,21294,1,200,1,0.75,3.34,0.08,0.08
OR01,06.01.2016,PRCWNDT,WENDT ALPHA/SCALER,47668,115174795,KC725M,21303,3,241,,0.75,4.00,0.03,0.03
