plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115565573,C25,21282,2,102,,1.00,1.69,3.36,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115565573,C25,21317,2,337,,1.00,5.59,9.66,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,20478,1,105,,1.00,1.74,0.01,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,20478,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,21282,1,171,,1.00,2.84,3.36,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,21282,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,21317,1,163,,1.00,2.71,3.32,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,21317,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115567509,KC5010,21317,3,47,7,1.00,0.90,1.43,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115572441,CG6,20478,1,146,2,1.00,2.46,3.34,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115572441,CG6,21317,1,100,1,1.00,1.68,1.96,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115572448,CG6,21317,3,71,2,1.00,1.21,2.86,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,20478,1,168,,0.75,3.36,6.57,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,20478,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,21282,1,98,,0.75,1.96,3.37,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,21282,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,21317,1,231,,0.75,4.62,9.64,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,21317,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,20739,1,293,3,1.00,7.28,5.52,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,20739,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,21299,1,355,4,1.00,8.83,0.03,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,21299,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538472,KC730,20739,1,46,5,0.66,0.85,0.94,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538472,KC730,21294,1,345,,0.66,5.73,6.81,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115513912,KC522M,21294,3,137,2,0.75,2.78,6.58,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,20739,1,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,20739,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,21294,1,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,21294,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,21299,1,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,21299,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115533779,KC935,20925,2,130,,0.50,2.16,3.00,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115533779,KC935,21191,2,167,1,0.50,2.79,3.35,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115533780,KC5010,20925,1,46,7,0.66,0.88,1.76,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115533780,KC5010,21276,1,294,,0.66,4.88,6.90,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21191,1,95,,0.50,1.58,2.42,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21191,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115572025,KC730,20925,1,19,,1.00,0.51,0.83,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492805,KC725M,20925,1,124,,0.66,2.46,4.04,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492805,KC725M,20925,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492805,KC725M,21191,1,345,,0.66,6.83,5.77,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492805,KC725M,21191,2,,,X,,,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115497408,KC725M,20925,1,110,,0.66,2.18,2.51,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115497408,KC725M,21276,1,351,,0.66,6.95,6.88,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115541630,KC5010,21276,3,130,,1.00,2.65,3.00,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115556615,KC730,21276,3,119,,1.00,2.43,2.55,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,20925,2,192,,0.75,3.84,6.43,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115513910,KCPM20,21191,2,136,3,0.75,2.78,5.77,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115542202,KC410M,21276,3,147,2,1.00,3.04,6.91,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115549566,KCPK30,20739,2,140,,1.00,2.86,6.03,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115549566,KCPK30,63074,2,122,,1.00,2.49,6.41,
OR01,13.05.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115471396,KC5010,21304,3,66,7,0.66,1.21,0.01,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,1271,115582021,KC725M,20463,1,585,117,0.50,1.62,3.30,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,1271,115582021,KC725M,21247,1,156,191,0.50,0.80,0.69,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8137,115585728,WS10PT,61282,2,528,17,0.50,0.98,1.38,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8159,115581725,KC5025,61282,2,"1,127",26,0.50,4.73,2.40,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577709,KCP10B,20441,1,575,4,0.50,1.33,1.05,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577710,KCP25B,20441,1,263,4,0.50,0.61,0.51,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577710,KCP25B,21285,1,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577710,KCP25B,63710,1,624,52,0.50,1.55,0.68,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577711,KCP25B,20441,1,575,4,0.50,1.33,1.25,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577711,KCP25B,21285,1,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577712,KCP10,20441,1,575,15,0.50,1.36,1.00,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115577713,KCP10,20441,1,575,4,0.50,1.33,1.23,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115585654,KCU25,21285,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,8454,115585654,KCU25,63710,3,560,32,0.50,1.30,1.17,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529495,KC730,21161,2,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529495,KC730,63858,2,300,23,0.50,0.90,1.92,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529579,KC5010,63858,3,378,54,0.50,1.21,1.92,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529721,KC5010,63858,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115565006,KCS10,21227,3,330,8,0.50,2.47,2.52,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581782,KC725M,21161,1,408,6,0.50,1.16,1.68,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581782,KC725M,21227,1,312,25,0.50,0.94,1.86,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581783,KC725M,21161,1,720,10,0.50,2.04,3.41,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585693,KC725M,21161,2,720,19,0.50,2.07,2.94,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585694,KC522M,63858,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115580843,KD1410,63858,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115585682,KCM25,21161,2,850,19,0.50,1.65,3.83,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115585682,KCM25,63858,2,285,2,0.50,0.55,2.16,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115585683,KCM15B,21161,1,570,12,0.42,1.11,2.43,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115585688,KCM35,21227,3,300,37,0.50,0.64,4.08,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115581722,KCU10,21269,1,670,10,0.50,1.56,3.55,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115581722,KCU10,63508,1,470,12,0.50,1.11,1.55,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115581737,KC730,63508,3,600,6,0.50,1.39,4.05,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115582022,KC5010,21269,2,"1,056",21,0.50,2.48,5.26,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115581789,KCPK30,63508,3,640,18,0.50,1.84,2.84,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115581791,KC725M,63508,3,640,8,0.50,1.81,1.54,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585695,KC520M,21044,2,640,20,0.50,1.85,3.02,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585696,KCK15,64891,2,640,8,0.50,1.81,1.70,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585697,KC725M,21044,1,640,33,0.50,1.88,2.07,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585697,KC725M,63508,1,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585698,KC725M,21044,1,640,8,0.50,1.81,1.03,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585699,KC725M,21044,1,640,9,0.50,1.82,1.77,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585700,KC725M,21044,1,640,8,0.50,1.81,1.18,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585701,KC725M,64891,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581807,KCP25,63877,3,570,14,0.50,1.11,2.19,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581821,KC5010,21269,1,"1,140",22,0.50,4.76,4.80,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581822,KC5010,21269,2,"1,140",10,0.50,4.72,3.13,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581823,KC5010,21269,2,620,8,0.50,2.58,1.84,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115581823,KC5010,64863,2,520,7,0.50,2.16,1.48,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589769,KC5010,64863,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115453460,KCU10,64863,3,350,8,0.50,0.82,1.47,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115533073,YY39GS,20648,1,34,8,0.50,0.10,0.29,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115568087,KC5010,20648,2,239,2,0.50,0.55,0.73,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115568087,KC5010,64863,2,641,8,0.50,1.49,2.09,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115568088,KC5010,20648,2,878,22,0.50,2.07,2.85,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115581764,KT315,20648,1,917,,0.50,1.56,2.32,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585641,KCU10,64863,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115581815,KCP25,63508,3,850,16,0.50,1.99,3.27,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585135,KCS10,64891,2,520,25,0.50,1.53,1.49,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585711,KCM25,21044,1,690,17,0.42,1.34,1.79,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585712,KCK20,21044,2,"1,140",27,0.42,2.22,4.38,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585713,KCP25,63508,3,680,18,0.42,1.33,2.10,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585714,KCP25B,21044,1,260,5,0.50,0.53,1.13,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115585714,KCP25B,63508,1,290,15,0.50,0.61,1.03,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115573123,KCK20,63877,3,290,19,0.50,0.62,2.11,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115577718,KCP25B,20648,1,753,4,0.50,1.29,1.08,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115577718,KCP25B,63877,1,300,11,0.50,0.53,0.71,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115577719,KCPK30,63877,3,330,14,0.50,0.59,1.54,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581747,KCK20,65083,3,,,0.50,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581748,KCP25,65083,2,570,15,0.50,1.17,1.40,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115585665,KC5010,20648,2,"1,231",19,0.50,2.50,3.66,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115585666,KC5010,20648,2,890,6,0.50,1.79,2.32,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115585666,KC5010,65083,2,350,3,0.50,0.71,1.00,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573152,KC5010,63877,3,"1,150",11,0.50,3.48,3.11,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573153,KC5010,21269,1,600,5,0.50,1.82,1.83,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573153,KC5010,63877,1,600,7,0.50,1.82,1.39,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573201,K10U,65083,3,570,14,0.42,1.34,1.67,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573203,KCP25,65083,3,,,0.42,,,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573205,KC5010,21269,1,"1,200",22,0.42,4.03,3.58,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115581742,KCU10,63877,3,"1,140",11,0.50,2.19,3.20,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115589886,KC5010,21269,2,800,10,0.42,2.67,2.97,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115589886,KC5010,65083,2,360,3,0.42,1.20,1.27,
OR01,13.05.2016,PRS3R,3R PRESS OSTERWALDER,#,115505755,KCP25,#,3,,,0.50,,,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115564421,C25,21250,1,156,4,1.00,2.66,0.01,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115509560,KC725M,21250,1,19,2,0.75,0.42,0.01,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,48183,115538469,KC5010,21250,1,370,,1.00,9.10,7.53,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115553272,K313,21250,1,,,X,,,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21250,1,,,X,,,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21250,2,,,X,,,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115553135,KC730,21250,3,275,,0.50,4.57,7.43,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115492805,KC725M,21250,1,38,1,0.66,0.77,0.88,
OR01,14.05.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115500975,KC725M,21250,1,300,,0.66,5.94,6.47,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529721,KC5010,63858,3,378,51,0.50,1.20,2.80,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529723,KC5010,63858,3,378,98,0.50,1.33,2.37,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529725,KC5010,20986,2,378,33,0.50,1.15,2.70,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115529729,KC5010,63858,3,378,82,0.50,1.29,1.98,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115544793,KC5010,20986,2,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,28045,115544793,KC5010,20986,3,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581760,KCM25,20986,1,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581760,KCM25,20986,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581760,KCM25,63858,1,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581760,KCM25,63858,3,225,4,0.50,0.46,0.90,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115581762,KCM25B,63858,3,566,36,0.50,1.20,2.44,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,32108,115585694,KC522M,63858,3,680,26,0.50,1.98,4.15,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115575510,KC850,20986,2,126,8,0.50,0.52,2.80,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115575510,KC850,63858,2,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115580843,KD1410,63858,1,,100,0.50,0.28,1.52,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115580843,KD1410,63858,3,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581046,KC950,20986,2,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,43101,115581046,KC950,20986,3,,,X,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585608,KCM25,61301,1,340,27,0.50,0.73,1.21,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585609,KCP25B,61301,1,476,74,0.50,1.10,2.14,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585721,TN20P,61301,1,340,11,0.50,0.81,1.70,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,47191,115585722,K10P,61301,2,476,11,0.50,1.12,2.21,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115573181,KC725M,21361,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115573182,KCPM40,64891,3,"1,440",30,0.50,4.12,0.02,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585701,KC725M,64891,3,640,14,0.50,1.83,2.83,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585702,KC725M,64891,3,640,8,0.50,1.81,1.58,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585703,KC725M,64891,3,640,8,0.50,1.81,2.20,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585704,KC725M,21361,1,440,10,0.50,1.26,2.63,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585704,KC725M,64891,1,200,4,0.50,0.57,0.62,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585705,KC725M,21361,1,640,13,0.50,1.83,3.03,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115585706,KC725M,21361,2,640,12,0.50,1.83,2.82,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50591,115589884,KC725M,64891,1,550,5,0.50,0.94,1.29,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589769,KC5010,64863,3,"1,140",17,0.50,4.74,4.29,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589770,KC5010,64863,3,"1,140",14,0.50,4.73,4.03,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589771,KC5010,21242,1,"1,040",10,0.50,4.31,2.94,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589771,KC5010,64863,1,130,2,0.50,0.54,0.29,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589772,KC5010,21242,2,"1,140",10,0.50,4.72,4.84,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50592,115589773,KC5010,21242,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115581723,KCP25,61301,1,282,3,0.50,0.54,1.04,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115581723,KCP25,64863,1,180,9,0.50,0.36,0.83,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115581724,KCM25,61301,1,"1,140",15,0.50,2.20,4.28,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585640,KCU25,64863,3,680,47,0.50,1.67,3.39,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585641,KCU10,64863,3,350,9,0.50,0.83,1.57,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585648,KCP40,61301,2,308,9,0.50,0.73,0.84,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50593,115585650,KCM25,61301,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115577762,KC725M,21361,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115589883,KC725M,64891,3,"1,100",15,0.50,1.90,3.84,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115589884,KC725M,21361,1,550,14,0.50,0.96,3.87,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,50696,115589885,KC725M,21361,2,"1,100",20,0.50,1.90,6.52,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581747,KCK20,65083,3,350,11,0.50,0.72,1.10,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115581819,KCU25,21242,3,,,0.50,,,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589765,KCK20,65083,3,"1,020",20,0.42,1.98,3.40,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589766,KCP25,21242,1,900,6,0.50,1.72,3.52,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52411,115589766,KCP25,65083,1,240,10,0.50,0.48,0.49,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573202,KCM15,65083,3,300,10,0.42,0.59,0.95,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573203,KCP25,65083,3,570,11,0.42,1.10,2.12,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115573204,KCP10,65083,3,300,5,0.42,0.58,0.95,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115577764,KCP05,21242,1,630,18,0.50,1.30,2.40,
OR01,14.05.2016,PRS3R,3R PRESS OSTERWALDER,52412,115577764,KCP05,65083,1,,,0.50,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,64786,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,64786,2,82,2,0.66,1.39,2.99,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,26559,115553137,TN10U,64786,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,20970,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,20970,2,,,0.66,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,20970,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,21250,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,21250,2,145,1,0.66,2.42,0.01,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,21250,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,64786,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,64786,2,154,,0.66,2.56,3.65,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115545916,KC5025,64786,3,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,31069,115561877,KC730,21250,1,728,10,0.66,12.25,0.01,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,21282,1,,,X,,,
OR01,15.05.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115533676,KC725M,21282,3,,,X,,,
